Class,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
1,-3.5863256384913,0.38281887756936,0.142067671083739,-0.10781172315452,0.181791920756617,-0.0461778863951819,-0.044828763306735,0.19877185170207,0.0468971964509117,0.0349203273425992
1,-2.24117000833422,-0.961517544143102,0.099982081516487,0.11684570820222,0.0390289371112899,0.0900023278099487,-0.0864854026902473,0.0108096230195407,-0.002713895031636,0.0998701394864
1,-3.3025285557191,0.773251743770746,-0.027609022408889,-0.00462524970820911,-0.159362594084305,-0.0752411947118251,-0.101001437086082,-0.0196465994742319,0.0355094841517862,-0.0196924846919331
1,-1.33614619812349,-0.0426995285721905,-0.0572228172186324,0.0874196937582015,0.0262846947784999,0.155863768221213,0.0687803325514843,-0.0995873373154677,0.135762153858871,0.206116706635485
1,-2.74080552749089,0.114208546497796,-0.0529312106138517,-0.0462851499226504,-0.0250859576962647,-0.0278894705446186,0.121720984966942,0.101623801379276,-0.0084014504331351,0.118197454816186
1,-1.25018221410866,-0.266929459358199,-0.0103114706209474,-0.0645029981706473,0.0699607154049929,0.0180862222222442,0.0466414988883954,-0.0196822624995428,-0.20227027197612,0.0536977648289702
1,-2.99742258306871,1.39511535357273,0.00728036509800633,-0.00730746727796673,-0.0911422904934562,-0.0858746585962391,-0.125887019591692,0.0420253247568145,-0.0794204098777878,0.153373391599093
1,-1.56884287744197,0.218342651882565,-0.046007920725375,-0.0424413526402068,0.0383571515326717,0.168569389088209,-0.10540482793255,-0.0581496250930973,0.00309549235873689,-0.0885152184715465
1,-2.72489969816031,0.954232571849144,0.0557264820171588,-0.0609689126769499,0.168690208047222,-0.240375020953494,0.0347996741340688,-0.0104365788853164,0.041798394942635,0.151858737311641
1,-2.6424451282114,-0.778086565139725,0.0258072687131612,-0.163038755404156,-0.0952403994932872,-0.0939089729299422,-0.128576801416878,-0.169559529248585,0.0174281662571206,0.0922390237143757
1,-2.05641495573727,-1.96247888864,-0.0102533916843438,-0.0344346908637036,-0.0796082940507746,0.0311654283287946,-0.0744995290212151,0.0175033975314797,-0.0122227619468978,0.00290342541072019
1,-1.21122190219362,0.19870187881361,-0.0811198577662808,0.0517109581654729,0.0353164740716462,0.0502664712582427,-0.0807011927878569,0.0279795190607954,0.0835891621197141,-0.0427000493208971
1,-3.39390966334628,0.163504564913419,0.0423893737279761,-0.0240255704486183,-0.14011558907533,-0.229000180887232,0.00383248274076116,0.0769585889817849,-0.085396656522453,0.0961427436596188
1,-3.49102349294448,0.765575300329987,0.0620703365671589,0.185072095314355,-0.0414768765672701,0.093083570998079,0.0247200508597363,0.0300713323968317,-0.00912799978896965,-0.132191634193293
1,-1.04261954622886,0.160535022050219,-0.0660829063558355,-0.14208459613579,0.0481126480797503,-0.125450140550291,-0.171519554051344,-0.319745297188184,0.0365462764179754,0.206117046548558
1,-2.25641821846608,0.963522680414301,-0.0883823937084078,0.0904399250530804,0.0539344612868079,-0.0374195242410357,0.0971153572741912,-0.0446123656577768,0.0313846915915311,-0.0939493056881304
1,-4.18386452495087,0.561378727179451,-0.0989358101576101,-0.040142180206032,0.152831891716844,-0.12744706268371,-0.0524632505480198,-0.0228797838490083,-0.154795535229673,-0.0400030411278385
1,-1.02719647877784,-1.45584923268318,-0.0696720834859606,-0.024237085002695,0.0494842706384783,0.077129500036136,0.0360721129200847,-0.0507683214258184,0.0767535105908179,0.0756289970770811
1,-2.09028422666462,1.46752971541929,0.260441962818083,-0.0869744701430201,0.161822080837454,-0.0612493593309838,-0.0992225347065147,0.122455505815726,-0.0182410531340029,0.00666716957625362
1,-3.80565510791022,0.473146256564929,-0.0227453368267704,-0.045208751783553,-0.116810736916191,-0.0849671375263895,-0.124958307916364,-0.0502293802693661,0.00958025080070324,0.00232065112241427
1,-3.10715759075615,0.0258847025900663,0.0501823347832694,-0.0214968195414795,0.221328083121044,-0.00319505943413186,0.154638228527068,-0.181804446126638,0.0257862388237517,0.134991883904621
1,-1.69773991566077,0.724111101753865,-0.10118528638027,-0.124094213802572,0.262799869449886,0.145564004780374,-0.0251552639007724,-0.050987393237432,-0.0436806008446428,-0.199297543718167
1,-2.401001279707,1.01175290301698,-0.0574355572443223,-0.0873598451973617,-0.0871539325861768,0.0853363005853675,0.0969996601989502,-0.0667930176788093,-0.00518585988163161,0.00555729863304056
1,-2.12402978037612,1.20579787084535,0.0799489822484357,-0.121755836359724,0.0613423936709741,-0.0108220359683943,0.134063798872452,0.0410913901753651,0.0945552128302859,0.109577181881543
1,-2.89848780941459,-0.65957235319886,0.0486789072300007,-0.205454645140392,0.200595244158344,-0.0958434342839633,0.111432577843477,0.180030637009541,-0.0667455900340532,-0.0500588028877449
1,-2.47593481085092,-0.365496628753115,-0.0532366152703287,-0.212134079766482,0.0374075720515463,-0.123043056641076,-0.0160310879789211,-0.0438488194817844,0.10865089596614,0.0463751273996465
1,-1.99816959446063,-0.663891222175374,-0.0274832490468798,-0.0570839132486551,0.0261500407315268,-0.113976566335844,-0.0538300957090363,-0.029471754833015,0.0434294329083023,0.0531165026910633
1,-2.43233098046903,0.927574403582066,0.128355700226788,-0.11499114589923,0.111985067364957,0.0691427765738898,0.0766813225141401,0.116294004860281,0.13121803383985,-0.0404830686759104
1,-2.99990841313737,0.093900797940011,-0.000841034943304656,-0.0723944364645846,0.0780009910978694,-0.0151692155615649,0.228027924249458,0.0164054506661673,-0.041144412587795,-0.00198065865039531
1,-2.45211292769665,0.548963164651113,-0.0903819295495892,0.157668648835811,0.138127233368846,0.0551910167009585,-0.0160513540301694,0.0263030064814819,-0.0107806887337432,-0.141010714488183
1,-2.80803170418388,0.451777020869283,0.111547792018552,0.0807522370245417,0.113889111637314,0.111280666119745,0.107850105037699,0.126856643981339,-0.13504535954623,0.0640499645696319
1,-2.08468250050575,0.220345654204573,-0.00265511494500514,-0.132827745497373,0.156809841293505,0.162423462333264,-0.0649058076148455,0.0454493753729756,0.211965552095322,0.00838588110558073
1,-4.48053871344379,2.12361625710312,0.0820898224741243,0.248908447931542,0.0683805404696615,0.0651308725627343,-0.0374466353977779,0.119303958623582,0.100984126209933,0.147949317989002
1,-3.14473916255548,0.579224757015425,0.0325323317087015,-0.0775786654441607,0.0147821328829261,0.121081278276301,0.220835837329371,0.0379285642217645,0.0743242528203912,0.0454760890744596
1,-2.26991243764585,-0.0850511469734258,0.150414276717639,-0.0925072587706607,-0.10565296867564,-0.0515660170889216,0.0931549743828159,0.114132746422109,0.130282347190222,-0.105881181238883
1,-2.53960325708821,1.08340449168933,0.0232663968442928,-0.0763628983385197,-0.0632931030284465,-0.0318921153888641,-0.0761011960604706,0.0144979113357443,-0.0154729019157623,-0.195803680685417
1,-2.94428323999776,-0.246809920756379,0.15526805979092,0.00804048044521866,0.0151718743365621,-0.071393235876022,0.00926376849960642,-0.063223241851343,0.128118428407,-0.135344859638732
1,-1.44008814179352,-1.07145413981909,0.169435009923712,-0.0662797031432694,0.0385405404527776,0.162851205281065,0.0100127193743515,-0.0496491188695988,0.00973358182804747,0.0176291860273766
1,-2.95163229465142,0.743162020354775,0.0010044213849102,-0.0733664213542434,-0.119382345487892,0.140501229947272,-0.141131529444889,0.0460724332276113,-0.0550892522390829,-0.0306212180157453
1,-2.2177356367673,0.741986265979375,-0.0553200966726996,-0.0693599901032773,-0.121373932072117,0.124935673135168,-0.00932846621694112,-0.0812774863826114,0.0883997716477781,-0.0839455897699873
1,-2.5255545388406,-0.249544164484762,-0.068183836729767,0.0346056549985954,0.0987354952342894,0.115023725442402,0.0777228399295226,0.0703693810384787,0.0424478169830998,-0.0759850813261068
1,-2.15127997406383,1.77078531019176,0.072220038062217,-0.0177703596708865,0.067082605112092,-0.0779209051090047,0.0226129497873992,0.0239269464779944,0.0236610600724364,-0.112799494110688
1,-2.45132531717465,1.76153228357827,0.00911533346089406,0.25123399096356,0.00583284742157558,-0.0620502974869543,0.0815238455782944,0.0130976456269222,-0.141731906568982,-0.0135610393683118
